	disease	gene	class	score
440	MESH:D019337	10634	1	0.04562872216284319
18703	MESH:D004827	7127	0	0.04561974388267799
21939	MESH:D004827	7127	0	0.04561974388267799
9731	MESH:D005922	51167	1	0.04561282660914784
13631	MESH:D010300	3945	0	0.045608737412562175
16785	MESH:D005922	2249	0	0.045564600458407364
20135	MESH:D009765	308	0	0.04550606947828738
5808	MESH:D017202	5786	1	0.04549607448524205
20762	MESH:D001932	723961	0	0.04549352310109204
16946	MESH:D001932	723961	0	0.04549352310109204
19024	MESH:D001932	723961	0	0.04549352310109204
19670	MESH:D002532	7166	0	0.04549259362996008
14130	MESH:D005922	9968	0	0.04547402501539971
9618	MESH:D005922	9201	1	0.04546241729606186
19753	MESH:D013274	5116	0	0.045417958534828
16170	MESH:D050197	10527	0	0.04540334031039344
15995	MESH:D011471	9136	0	0.04538371115924725
14252	MESH:D001321	3579	0	0.045369025995261374
13036	MESH:D012030	960	0	0.04536831972373711
18926	MESH:D003922	151354	0	0.045353406158186935
2008	MESH:D005910	23362	1	0.04534636553211773
12571	MESH:D001943	60	0	0.045334036414425516
17980	MESH:D017202	26053	0	0.04533379639126566
18427	MESH:D003924	10951	0	0.04531790361863562
5502	MESH:D017202	19	1	0.04530759144128863
19875	MESH:D001249	6528	0	0.045305521471566516
12315	MESH:D004827	5055	0	0.045298676061513166
13943	MESH:D016584	117178	0	0.04525172380962077
18555	MESH:D010195	54107	0	0.04524924703785002
18536	MESH:D001321	28957	0	0.04524706053665303
15877	MESH:D019955	2876	0	0.04524163829154622
16635	MESH:D029424	974	0	0.045233628254194184
12568	MESH:D001172	9832	0	0.04523353997734392
14168	MESH:D012030	10628	0	0.045229865340289915
16667	MESH:D010190	6538	0	0.045226057876548216
5493	MESH:D001172	200734	1	0.04522400484458285
20149	MESH:D001932	846	0	0.04522358740582805
16384	MESH:D004827	337867	0	0.04521646384485195
21092	MESH:D005922	1017	0	0.04521249854431437
18570	MESH:D001650	476	0	0.04521204121176398
329	MESH:D019337	6281	1	0.04516546069501104
9495	MESH:D005922	4085	1	0.04514850730238234
21001	MESH:D005901	947	0	0.04514361523186064
18778	MESH:D001932	1665	0	0.04513525219796408
13584	MESH:D006973	5019	0	0.045131135983428106
9624	MESH:D005922	9435	1	0.04510607909336099
13014	MESH:D001249	2475	0	0.04510516273681298
14679	MESH:D005922	6443	0	0.04509275624362747
16037	MESH:D008180	55726	0	0.045078796406152255
17213	MESH:D001749	10775	0	0.04507598377214059
11734	MESH:D000740	8526	1	0.04507337149002726
6397	MESH:D002446	150962	1	0.045072285273402506
19666	MESH:D000506	4835	0	0.045048735030420214
12663	MESH:D005901	3623	0	0.04502607560916885
19674	MESH:D007676	5100	0	0.045024908507869284
3272	MESH:D001749	10	1	0.04501448477901207
643	MESH:D001932	83746	1	0.044994565452323936
22061	MESH:D010300	7980	0	0.04498089332546474
16122	MESH:D010300	7980	0	0.04498089332546474
19867	MESH:D009290	55971	0	0.04496177679121418
18394	MESH:D000740	8626	0	0.044902102123354236
5811	MESH:D017202	5868	1	0.04489909493568862
9487	MESH:D005922	3838	1	0.04489211347491783
19853	MESH:D001321	102	0	0.044889548727307056
10708	MESH:D001321	833	1	0.04488789875580266
3633	MESH:D008113	285335	1	0.04488196023905778
13508	MESH:D005922	652	0	0.04487354424644112
9459	MESH:D005922	2799	1	0.04483910838191542
16274	MESH:D004938	5473	0	0.04483806836124982
14727	MESH:D004827	6845	0	0.044832843281312734
17613	MESH:D001172	4915	0	0.044820923526884895
6740	MESH:D014820	1656	1	0.04482022309875183
17430	MESH:D005922	1848	0	0.044806572091939806
15118	MESH:D019337	633	0	0.044804606946392864
14560	MESH:D006973	4502	0	0.04476653989172062
21247	MESH:D001249	6135	0	0.0447614327179152
8460	MESH:D006973	4688	1	0.044724739556561775
15623	MESH:D009373	3630	0	0.04472205000926981
16755	MESH:D002971	4314	0	0.044721252315430005
19956	MESH:D005922	4015	0	0.04470751766470158
3183	MESH:D013274	8148	1	0.044701745406356144
13795	MESH:D014594	6402	0	0.04467150107196504
20548	MESH:D016584	4016	0	0.044660449605407895
18083	MESH:D011471	70	0	0.04464914043364347
6772	MESH:D008268	717	1	0.04460367623628321
17265	MESH:D008545	23220	0	0.04460091420489246
4645	MESH:D009103	5796	1	0.044586906926756174
17605	MESH:D010024	925	0	0.04457911378284556
21232	MESH:D005922	251	0	0.0445638617860884
8565	MESH:D006973	7039	1	0.04455018005712192
14952	MESH:D004827	51196	0	0.04454315768115435
12053	MESH:D010524	3558	0	0.044516327665561406
16443	MESH:D001714	10000	0	0.04451588657794978
22237	MESH:D004827	3551	0	0.044508530320482
15990	MESH:D003093	9355	0	0.0445010798068344
10718	MESH:D001321	1600	1	0.044500868539960485
16634	MESH:D005922	4124	0	0.04450042238335463
10178	MESH:D004827	10000	1	0.04449208202281158
13713	MESH:D005922	466	0	0.04448769404801521
16734	MESH:D024821	817	0	0.04443537073849542
20796	MESH:D012559	8687	0	0.0444024251286904
14648	MESH:D004827	336	0	0.04439399562429299
6622	MESH:D012030	54715	1	0.0443369852050247
10614	MESH:D015433	5319	1	0.04428766201957037
13833	MESH:D010190	25896	0	0.044270487195228234
9501	MESH:D005922	4288	1	0.044234758632331256
19117	MESH:D014594	5592	0	0.04422012330546378
13056	MESH:D007037	2006	0	0.044217490818814736
22030	MESH:D015209	10437	0	0.04420345627516077
14810	MESH:D016584	332	0	0.044180117374866976
22116	MESH:D001471	353	0	0.0441474476473732
12811	MESH:D009765	79870	0	0.04413272460593606
20247	MESH:D019337	8624	0	0.04411067872796395
19738	MESH:D007676	4504	0	0.044108197469813086
13622	MESH:D009373	84439	0	0.044103481438580616
20056	MESH:D007676	7869	0	0.0441018612886197
19181	MESH:D001321	6643	0	0.04410013123849035
12601	MESH:D004827	10891	0	0.04408716232226776
14274	MESH:D004827	10891	0	0.04408716232226776
14133	MESH:D001321	333	0	0.04408602410681285
12608	MESH:D003876	51341	0	0.04408094996128478
21954	MESH:D005922	3171	0	0.04404853040492784
14835	MESH:D017202	4860	0	0.044025643270197416
9632	MESH:D005922	9582	1	0.044023957668171486
3459	MESH:D010524	84181	1	0.04402173220240989
19404	MESH:D001321	6648	0	0.04401935930291048
20698	MESH:D004827	2529	0	0.04398411019382365
17127	MESH:D012030	10848	0	0.043972516037060816
9607	MESH:D005922	8754	1	0.04395140508023526
15715	MESH:D050197	4288	0	0.04393689030607177
21610	MESH:D004827	1823	0	0.04391187570047608
15203	MESH:D017202	80323	0	0.043889426670958825
12274	MESH:D017202	80323	0	0.043889426670958825
18866	MESH:D001249	8314	0	0.043878346276047
9527	MESH:D005922	5552	1	0.043877823684596064
629	MESH:D001932	22865	1	0.04387619014844037
15053	MESH:D000310	301	0	0.04387076361308174
17447	MESH:D001321	3098	0	0.04385255317958663
19942	MESH:D019337	3061	0	0.04384119574008407
12589	MESH:D006973	55512	0	0.04383663039554973
9631	MESH:D005922	9562	1	0.04382061059877631
13132	MESH:D004827	4311	0	0.043793392584757146
16501	MESH:D003876	5291	0	0.04377814083047158
9769	MESH:D005922	55379	1	0.04376677160733069
15571	MESH:D017202	7094	0	0.04376417887882576
15911	MESH:D004827	10146	0	0.04375641982213969
13459	MESH:D005901	3481	0	0.043740196758845516
14484	MESH:D010024	6248	0	0.043720261156747015
18987	MESH:D003093	54205	0	0.043702331588328425
4360	MESH:D008577	162	1	0.043695929757596334
19547	MESH:D017202	5305	0	0.04368208294666457
13576	MESH:D003922	2918	0	0.04366077837050116
9736	MESH:D005922	51338	1	0.04365832123612686
21519	MESH:D005922	5970	0	0.04362376142655011
17586	MESH:D005922	5970	0	0.04362376142655011
4494	MESH:D003424	7321	1	0.043616710838087436
11559	MESH:D000740	250	1	0.04360354313795831
19910	MESH:D002311	2835	0	0.043574045219375884
5097	MESH:D003093	201266	1	0.04356026043107684
21992	MESH:D004827	150962	0	0.043521401657098814
18659	MESH:D008180	79633	0	0.04351891151204142
15439	MESH:D001172	55215	0	0.04350879041557969
5625	MESH:D017202	2162	1	0.04349192623142596
16806	MESH:D008180	6547	0	0.04347538061106892
20127	MESH:D029424	154467	0	0.04347356164911248
17452	MESH:D011471	3118	0	0.04346041360673796
15047	MESH:D005922	108	0	0.04345936630885516
18264	MESH:D005922	108	0	0.04345936630885516
22159	MESH:D012030	4311	0	0.04345618496636229
11242	MESH:D003866	4325	1	0.04345337960832566
12262	MESH:D001714	79571	0	0.04344795337289894
14469	MESH:D015535	759	0	0.04343838212561103
7312	MESH:D012559	22997	1	0.04343505166931951
7304	MESH:D012559	10274	1	0.04340732898763107
15914	MESH:D011471	727	0	0.04340359230984542
15701	MESH:D011471	23386	0	0.04339218171362781
15222	MESH:D017544	732	0	0.04338796983014488
7432	MESH:D000544	498	1	0.04338347153877485
16916	MESH:D008288	5743	0	0.04338054270264688
9615	MESH:D005922	9055	1	0.043379807493842
13704	MESH:D001650	8148	0	0.04337886881441106
19586	MESH:D012878	5551	0	0.04337396449683464
15514	MESH:D005922	9183	0	0.04337228689074178
15523	MESH:D005922	84654	0	0.043360686957232115
18787	MESH:D017202	29028	0	0.043330450139281766
17809	MESH:D004827	266	0	0.043328273044014834
13807	MESH:D007680	93664	0	0.04329458025085965
19704	MESH:D004827	51181	0	0.04329405388372143
10120	MESH:D004827	6635	1	0.04329122561336637
8243	MESH:D006973	492	1	0.04328558162131837
864	MESH:D007680	142685	1	0.04327829475650692
19087	MESH:D004827	2560	0	0.04326714813545628
9167	MESH:D050197	5342	1	0.04324133510294658
22017	MESH:D013274	158983	0	0.04322847334057986
22137	MESH:D008113	50944	0	0.04320721684220559
15457	MESH:D001932	10678	0	0.043205112691127937
11856	MESH:D000163	54107	1	0.043204979239757614
18376	MESH:D017202	6541	0	0.04319076708992579
7398	MESH:D008881	7048	1	0.04317160625126371
18835	MESH:D008268	639	0	0.043171561388016665
12598	MESH:D029424	4828	0	0.043162415498378286
15955	MESH:D012030	11173	0	0.04316090152472124
16572	MESH:D005922	2011	0	0.04314787334811914
20943	MESH:D009103	5105	0	0.0431337505754314
623	MESH:D001932	9696	1	0.04312508403442617
13431	MESH:D005879	160365	0	0.04312268106562009
9929	MESH:D004827	1203	1	0.04311976187135653
18598	MESH:D010300	23671	0	0.04310811828067557
9870	MESH:D004827	60	1	0.043099061462489666
12526	MESH:D006509	84327	0	0.043096317788729514
22080	MESH:D015433	84159	0	0.04304919938112832
20553	MESH:D002971	23583	0	0.04302353285739765
6594	MESH:D012030	6096	1	0.04300743779116208
8831	MESH:D005901	1030	1	0.042978996246775564
14280	MESH:D002311	11052	0	0.042974873223359376
22210	MESH:D005922	10215	0	0.04296235546085272
121	MESH:D019337	1512	1	0.042944888280183134
12712	MESH:D017202	84171	0	0.04293448945409864
14609	MESH:D004938	730	0	0.04290965198132237
8824	MESH:D005901	760	1	0.04288626091365786
18897	MESH:D000740	59340	0	0.042882141428028514
14247	MESH:D005134	7412	0	0.04286710950358597
14629	MESH:D005922	5294	0	0.04285128998776391
18313	MESH:D005922	5294	0	0.04285128998776391
2416	MESH:D012468	55311	1	0.04280863746294536
4288	MESH:D008545	79132	1	0.04276203904775795
3410	MESH:D010524	3456	1	0.042760065459537235
13540	MESH:D015535	762	0	0.04275179602136009
20706	MESH:D005922	3014	0	0.04274669603458642
18576	MESH:D003924	65985	0	0.042731248480958134
15500	MESH:D014820	2897	0	0.04269995693963653
17086	MESH:D010195	1012	0	0.04267208303414123
3784	MESH:D003110	2033	1	0.04260127416071358
18516	MESH:D004827	2812	0	0.04259258747995053
21788	MESH:D010024	8915	0	0.042588063423349226
5951	MESH:D017202	64333	1	0.042576351032512505
16646	MESH:D012468	6700	0	0.0425529229953264
3910	MESH:D009217	285	1	0.04254577609231371
11571	MESH:D000740	732	1	0.042543428883582216
5074	MESH:D003093	11261	1	0.042528864495597264
6977	MESH:D001249	2335	1	0.04249268717455039
14659	MESH:D009765	100506658	0	0.042472300873863764
21975	MESH:D001063	29947	0	0.04247225499636113
11706	MESH:D000740	6231	1	0.04246123072480789
8453	MESH:D006973	4488	1	0.04245936323616197
22082	MESH:D053713	5155	0	0.04245223759888151
15168	MESH:D019337	10786	0	0.042429504431208034
3911	MESH:D009217	701	1	0.04240561492139542
5705	MESH:D017202	3659	1	0.042404113441713034
8896	MESH:D005901	11116	1	0.04240053493641315
17747	MESH:D005922	6746	0	0.042397629299638924
15313	MESH:D010300	3008	0	0.04239466376825193
16467	MESH:D009765	2620	0	0.042371153760389815
11889	MESH:D000740	192286	0	0.04234828696997111
13162	MESH:D005922	388	0	0.04234502910869311
5778	MESH:D017202	5290	1	0.04230986308551552
17358	MESH:D005922	10	0	0.042292911372206
21551	MESH:D012004	23493	0	0.04229060614484236
13259	MESH:D017202	8220	0	0.042277192272741834
8817	MESH:D005901	355	1	0.04226419007548565
13151	MESH:D012559	6521	0	0.04226291526992485
20392	MESH:D000740	6695	0	0.042251034934159035
21806	MESH:D009765	8900	0	0.042233370327404304
13999	MESH:D005134	958	0	0.04221068938212042
6921	MESH:D001249	240	1	0.042183414098029226
12372	MESH:D017202	3516	0	0.04218026371029267
14530	MESH:D006973	55742	0	0.04217983026843378
3469	MESH:D008113	250	1	0.04217510880547177
19327	MESH:D004827	1906	0	0.042146075004623945
21250	MESH:D001650	5999	0	0.042091300086667886
9817	MESH:D005922	81671	1	0.04206342881723466
9337	MESH:D010024	338382	1	0.04203798776529865
15903	MESH:D012468	221692	0	0.0420255860315243
9323	MESH:D010024	10487	1	0.04201155818194435
8605	MESH:D006973	9360	1	0.04198309805772328
19809	MESH:D005922	6648	0	0.041966171833559184
12884	MESH:D010195	307	0	0.041947294261412894
20227	MESH:D000740	5074	0	0.04194190845340707
1694	MESH:D001943	7984	1	0.041919015593595586
13441	MESH:D009765	26056	0	0.04189807336514383
17301	MESH:D017202	367	0	0.04189696642293037
15823	MESH:D012559	2940	0	0.04189293450304152
16303	MESH:D008545	318	0	0.04189221014043962
14338	MESH:D010518	284058	0	0.04187442630937197
12737	MESH:D004827	23635	0	0.041871672899605084
17130	MESH:D003093	2550	0	0.04187067587893846
18013	MESH:D008545	3929	0	0.041855462106933465
15172	MESH:D005922	2321	0	0.04185455136858805
13604	MESH:D004827	4780	0	0.04184788864433677
4308	MESH:D008545	202559	1	0.04183259812156155
6009	MESH:D009765	596	1	0.041829938923319036
16701	MESH:D012030	6853	0	0.04182284592482023
15602	MESH:D001249	57048	0	0.04181637816940351
21484	MESH:D010195	6532	0	0.041813654821987935
18133	MESH:D011085	9947	0	0.0418083193446975
5616	MESH:D017202	2099	1	0.04179619361043595
20938	MESH:D005922	7139	0	0.04179311809890851
18979	MESH:D008545	1160	0	0.04178099775263093
10416	MESH:D017544	1029	1	0.04176226332881322
1282	MESH:D010051	10775	1	0.04175810235496938
8821	MESH:D005901	713	1	0.041756936952493086
17637	MESH:D005922	1548	0	0.04174595179511259
19419	MESH:D004827	3934	0	0.04173085485324416
21494	MESH:D019337	490	0	0.04172023294765555
8653	MESH:D006973	56129	1	0.04171240314963455
8397	MESH:D006973	3363	1	0.04169521908096357
17132	MESH:D006973	10280	0	0.04167132399404839
18461	MESH:D008113	2890	0	0.04166163717457383
20608	MESH:D006973	117156	0	0.04165406297788615
4978	MESH:D003924	201799	1	0.041647268974002616
18909	MESH:D003424	1060	0	0.041646570167323566
18096	MESH:D001859	6401	0	0.04158042245081826
8828	MESH:D005901	894	1	0.041554881208913035
18538	MESH:D006973	2803	0	0.041552148788169325
17266	MESH:D024821	3576	0	0.041549095859947933
1149	MESH:D001859	54738	1	0.04149989063882853
8728	MESH:D012595	83942	1	0.041476096276289696
14786	MESH:D010051	721	0	0.04146997786384464
15423	MESH:D001172	79932	0	0.04145865372452345
14131	MESH:D003866	7422	0	0.041450119704267666
19168	MESH:D019337	402	0	0.04139195239553838
15628	MESH:D005134	126133	0	0.041364395452054614
10681	MESH:D008288	11005	1	0.041328503087817145
11086	MESH:D002971	2042	1	0.04132803880392533
14885	MESH:D006973	29801	0	0.04130779311726568
15908	MESH:D006973	54106	0	0.0413063672948708
19481	MESH:D003922	7462	0	0.041258500197529115
15321	MESH:D017202	81562	0	0.04125216655870068
19524	MESH:D010051	100506742	0	0.04123333731283757
10232	MESH:D004827	57094	1	0.041190036015716636
21869	MESH:D001321	8667	0	0.04118413408265993
19821	MESH:D003924	4915	0	0.04118336949906008
21437	MESH:D017202	7153	0	0.041177468238486885
6937	MESH:D001249	727	1	0.041125764781680736
21742	MESH:D009103	25865	0	0.04111601230463376
11710	MESH:D000740	6461	1	0.041085289478931135
21119	MESH:D000740	5319	0	0.04108488973296531
13971	MESH:D003922	1911	0	0.04108282653134382
9658	MESH:D005922	10434	1	0.04106993216229378
16988	MESH:D011471	645	0	0.041035127349509315
21890	MESH:D006973	3398	0	0.04098246633079111
20652	MESH:D000740	8648	0	0.04097877260338793
21535	MESH:D013274	26034	0	0.04096633142923477
20559	MESH:D010195	10850	0	0.040960411382618224
15601	MESH:D010300	6725	0	0.04093660789625067
19341	MESH:D024821	10232	0	0.040906988170833984
19750	MESH:D002971	5630	0	0.0408792252035594
12655	MESH:D010524	3952	0	0.04084362057757188
16526	MESH:D005922	1381	0	0.040843352268115855
14935	MESH:D000740	5747	0	0.040817912823893916
10837	MESH:D001321	6332	1	0.0408164134331728
4686	MESH:D009103	51300	1	0.0408138890347752
9245	MESH:D010024	250	1	0.04078792274834446
6631	MESH:D012030	64388	1	0.040777359622968114
10105	MESH:D004827	6415	1	0.04077275657017703
15310	MESH:D001249	23022	0	0.04076746760481868
21072	MESH:D010300	5155	0	0.0407501409315587
20185	MESH:D005922	55289	0	0.040704855952282765
19646	MESH:D019337	2904	0	0.04066235009141997
14726	MESH:D019337	2904	0	0.04066235009141997
16054	MESH:D009765	1329	0	0.04064707246071866
9484	MESH:D005922	3702	1	0.04061577918052781
16373	MESH:D013736	54617	0	0.04060483394915693
13118	MESH:D005901	7380	0	0.04059374441017443
19159	MESH:D001650	2534	0	0.0405780162974971
20012	MESH:D050197	135	0	0.04056130117612556
20932	MESH:D010518	2048	0	0.040556378178240364
14864	MESH:D004827	6014	0	0.040513369250422364
20157	MESH:D010190	85019	0	0.040502578453884185
13336	MESH:D010024	91646	0	0.040501515189644746
8151	MESH:D011085	79685	1	0.0404891784655726
8411	MESH:D006973	3600	1	0.04048873201904301
18293	MESH:D001249	5175	0	0.04045417141947763
3010	MESH:D013274	1000	1	0.040449851048736524
3068	MESH:D013274	3420	1	0.04041213902101446
21359	MESH:D005922	3352	0	0.040399188131082
21185	MESH:D006973	4286	0	0.04039623433825665
10253	MESH:D004827	114771	1	0.040388423423847485
20999	MESH:D009217	1813	0	0.040378528862389636
18321	MESH:D004827	4291	0	0.04035616368119505
22103	MESH:D009217	632	0	0.0403297428671966
5095	MESH:D003093	150962	1	0.040328870187931666
20709	MESH:D005922	29089	0	0.040320758900348135
21382	MESH:D002446	1915	0	0.04029327327534172
1878	MESH:D005910	1501	1	0.04028807152091792
12929	MESH:D001249	58508	0	0.04028271887062306
16357	MESH:D009080	4719	0	0.040275340345760885
15135	MESH:D007918	83593	0	0.04026929581612455
5753	MESH:D017202	4734	1	0.04026316436727182
8518	MESH:D006973	5747	1	0.040237220881113436
5669	MESH:D017202	3133	1	0.04020647475258129
16317	MESH:D008545	7275	0	0.04020624179940907
18823	MESH:D006973	10269	0	0.04019317354591099
6572	MESH:D012030	1665	1	0.0401888353597049
15155	MESH:D019337	3843	0	0.04015391235513942
14278	MESH:D017202	3439	0	0.04013027234815659
21381	MESH:D001528	916	0	0.0401269684658038
8893	MESH:D005901	9734	1	0.04011049828450231
21048	MESH:D003866	7037	0	0.040081018181948515
12016	MESH:D005922	26	0	0.04006252926287805
14486	MESH:D010300	5888	0	0.04002887676337582
15854	MESH:D006973	8792	0	0.04001148545282023
8795	MESH:D002532	1513	1	0.039989150111122224
13175	MESH:D005922	5599	0	0.03998416407844521
12735	MESH:D001321	7150	0	0.039981949153399185
534	MESH:D019337	93035	1	0.039951939220091874
3882	MESH:D009373	55511	1	0.03994361316609274
13119	MESH:D009765	540	0	0.03992033998093345
9063	MESH:D050197	19	1	0.03990355880670398
15221	MESH:D017202	4617	0	0.03988785845290525
12398	MESH:D005910	3045	0	0.03987093011746591
9474	MESH:D005922	3484	1	0.03986146190237883
16152	MESH:D017202	9277	0	0.03985971344713317
10034	MESH:D004827	4200	1	0.03985278326138969
12339	MESH:D019337	3426	0	0.03985100742076855
18869	MESH:D004827	55811	0	0.03984385637001549
6947	MESH:D001249	1017	1	0.03983882229202757
9758	MESH:D005922	54969	1	0.03983521443578399
20870	MESH:D003876	142680	0	0.03983327840515573
16797	MESH:D009373	1508	0	0.03980753610639375
12962	MESH:D001172	54847	0	0.039759251255425884
17453	MESH:D003866	23271	0	0.03975740089203679
15881	MESH:D012468	122769	0	0.039741863423610864
18181	MESH:D006973	117289	0	0.03973482115271565
16146	MESH:D008180	2922	0	0.039714880070638066
15325	MESH:D005134	4352	0	0.039709396039240036
18695	MESH:D009217	3458	0	0.03968070397828472
8298	MESH:D006973	1562	1	0.03967429926637545
20811	MESH:D001943	729	0	0.03965626416240254
10403	MESH:D029424	9914	1	0.039642459392123235
6815	MESH:D008268	64137	1	0.03961956508335024
21000	MESH:D019337	10052	0	0.0395989351054844
17781	MESH:D008545	3363	0	0.03959570093678876
18991	MESH:D019043	6581	0	0.039582650115781576
21846	MESH:D001932	359	0	0.039581122744764566
18545	MESH:D004827	635	0	0.03957884250697696
21065	MESH:D017202	55315	0	0.03957522808057615
12893	MESH:D001321	6382	0	0.03957482957007604
5631	MESH:D017202	2335	1	0.03954152290105116
5859	MESH:D017202	7112	1	0.03952309423734968
9904	MESH:D004827	785	1	0.03952101863108183
18269	MESH:D012148	836	0	0.03949940449039408
13688	MESH:D002446	220929	0	0.03949361677375664
12528	MESH:D003922	1909	0	0.03947585401860107
14875	MESH:D017202	8754	0	0.03946550224923413
5965	MESH:D017202	91543	1	0.03945332489582015
10964	MESH:D002311	2920	1	0.03944326095950262
18706	MESH:D012030	27044	0	0.03944127341875316
18237	MESH:D001321	768	0	0.03942158777515373
20077	MESH:D017202	57410	0	0.03941971384841479
11695	MESH:D000740	6157	1	0.03940034251729594
10085	MESH:D004827	5743	1	0.039393505038286473
18500	MESH:D003924	51203	0	0.039389650875249003
18128	MESH:D006258	3681	0	0.039376253372205884
15510	MESH:D011471	38	0	0.039368563949053616
596	MESH:D001932	5444	1	0.039348226921313324
15195	MESH:D001650	5144	0	0.03933278304900797
417	MESH:D019337	9138	1	0.03930834037265925
8657	MESH:D006973	57216	1	0.03929415482152191
7784	MESH:D010300	84938	1	0.03927877442727731
12412	MESH:D019043	3303	0	0.03925602355344223
11224	MESH:D003866	288	1	0.03920276327274423
14556	MESH:D001932	6775	0	0.039165152510246284
12400	MESH:D001321	4318	0	0.03913800531833556
13448	MESH:D004827	6628	0	0.03913550273121358
21129	MESH:D003922	10439	0	0.039124226333997286
12023	MESH:D008545	64240	0	0.03911128486303666
16415	MESH:D005922	5469	0	0.0390946395455161
10586	MESH:D015535	51268	1	0.03905744556519482
9396	MESH:D005922	490	1	0.03904542054593689
10241	MESH:D004827	79753	1	0.03903786788381275
12148	MESH:D019337	1812	0	0.039019159702708715
10425	MESH:D017544	4790	1	0.038989573754052084
4516	MESH:D003424	11085	1	0.03896745212321648
15121	MESH:D002971	27161	0	0.038954579669489134
21420	MESH:D019337	23046	0	0.03892166592259124
16810	MESH:D005901	7352	0	0.03891648733856417
9409	MESH:D005922	830	1	0.03890495850623777
7978	MESH:D013167	9755	1	0.03889819714460594
14994	MESH:D004827	8702	0	0.03888502305820366
13953	MESH:D017202	10392	0	0.0388829859547128
19417	MESH:D019337	1268	0	0.0388766687178248
13668	MESH:D017202	89795	0	0.03882774892706156
9603	MESH:D005922	8560	1	0.03882574928436133
13087	MESH:D009765	6285	0	0.03879273739119192
18476	MESH:D005922	7079	0	0.038780419487983636
13528	MESH:D005922	25	0	0.03877661502965954
3490	MESH:D008113	1124	1	0.03876055566225448
15483	MESH:D004827	2072	0	0.03875706403787623
15969	MESH:D004827	23301	0	0.03873907302712538
13026	MESH:D009103	376497	0	0.03871822608349963
6326	MESH:D009765	84984	1	0.038660742801841376
17607	MESH:D002311	64756	0	0.03862948103242013
8681	MESH:D012595	640	1	0.038608766815425764
16735	MESH:D002532	27030	0	0.038599406567316856
2509	MESH:D011471	1465	1	0.03857974869311162
6606	MESH:D012030	9414	1	0.038573104267111705
20693	MESH:D017202	25803	0	0.0385633157956493
20674	MESH:D001321	694	0	0.03855413501069503
16942	MESH:D006258	2908	0	0.03850075713833196
5605	MESH:D017202	1848	1	0.03849875753591761
4270	MESH:D008545	54663	1	0.038495276184146505
22139	MESH:D004827	947	0	0.03849237787244497
12408	MESH:D012004	488	0	0.03846396856409397
17036	MESH:D000690	283237	0	0.03844281573960915
13038	MESH:D009765	2313	0	0.03842033472533756
17672	MESH:D009103	51085	0	0.03840021265450467
9398	MESH:D005922	526	1	0.03838208771821019
12832	MESH:D007037	53347	0	0.03836285766583527
6636	MESH:D012030	83552	1	0.03834084089957142
11753	MESH:D000740	29089	1	0.03834032128200279
21503	MESH:D019337	4074	0	0.03833031508261201
11803	MESH:D000740	201254	1	0.0383133916673435
2917	MESH:D011471	54847	1	0.03829039989254897
18469	MESH:D001321	468	0	0.03828131525235902
15062	MESH:D003876	25977	0	0.038275131343452035
15964	MESH:D017202	1277	0	0.0382743859537872
12973	MESH:D000740	2186	0	0.038261814100550635
19718	MESH:D004827	8613	0	0.03824699033778733
11572	MESH:D000740	790	1	0.03822117384229262
20860	MESH:D004827	4582	0	0.03821890590572194
19432	MESH:D006509	5686	0	0.03821722493104112
1327	MESH:D001943	250	1	0.03821088059695808
10158	MESH:D004827	8678	1	0.038204937559376484
9500	MESH:D005922	4200	1	0.03819127595266962
11679	MESH:D000740	5284	1	0.03816724941026159
15792	MESH:D005922	3489	0	0.038161290719033535
16073	MESH:D001943	84239	0	0.03816018172696209
20904	MESH:D003922	9669	0	0.03814319086343866
16690	MESH:D002532	3015	0	0.03807564929038699
14877	MESH:D009765	4133	0	0.03807184493822671
11566	MESH:D000740	669	1	0.038043643807047896
5796	MESH:D017202	5471	1	0.03802717807561383
16289	MESH:D015210	655	0	0.038026322628292766
12709	MESH:D001528	10772	0	0.03801191887092041
3474	MESH:D008113	310	1	0.038004184996983104
18038	MESH:D001859	3784	0	0.03800051674367102
13304	MESH:D012030	2272	0	0.03799602961238322
14911	MESH:D005922	10000	0	0.03798803161217036
14298	MESH:D013274	9697	0	0.037968966683350994
5745	MESH:D017202	4329	1	0.03795361466667966
15380	MESH:D010300	55840	0	0.037951297506570385
11611	MESH:D000740	2178	1	0.037951154760714575
13939	MESH:D008288	4318	0	0.03794073283639962
20533	MESH:D011085	8021	0	0.03793183969866342
10618	MESH:D015433	6916	1	0.03789086014904385
10919	MESH:D001321	79587	1	0.0378707969950549
10256	MESH:D004827	151295	1	0.03786793342200507
7093	MESH:D001249	10111	1	0.03786672006713481
10031	MESH:D004827	3920	1	0.037850550839825914
21307	MESH:D001172	57731	0	0.03783357081030499
9017	MESH:D000690	57172	1	0.037830898235745626
6722	MESH:D008105	23228	1	0.0378307513211228
17178	MESH:D004827	3958	0	0.037812574702665615
1855	MESH:D005910	482	1	0.03779284019887611
1051	MESH:D012878	6336	1	0.03772599736675149
869	MESH:D007680	284013	1	0.03771929175406895
19961	MESH:D005922	23293	0	0.0377171073177508
9854	MESH:D053713	9651	1	0.0377131503058767
16666	MESH:D004827	9013	0	0.03770621063068474
13911	MESH:D006973	5294	0	0.03766791152393748
14848	MESH:D017202	11255	0	0.03766471120018911
7314	MESH:D012559	23293	1	0.037644170129459004
